@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {split_audio_coyote,split_audio_bg}

@DATA
0.086356,0.012916,2.957571,0.229478,0.264527,0.385847,0.010167,0.085540,-27.443644,0.727872,-1.252369,0.711503,0.475842,0.200593,-0.078567,0.271637,0.300181,0.129486,0.213660,0.282631,0.114822,0.010287,0.009904,0.032028,0.005936,0.008033,0.003108,0.113484,0.004333,0.002768,0.004064,0.017927,0.010388,0.038658,0.000742,-0.000046,0.003881,0.001939,0.000630,0.010177,0.000010,0.003274,-0.034222,0.012443,0.015941,-0.003008,-0.005722,-0.013474,-0.007093,0.001787,-0.001757,-0.001890,-0.000467,0.000878,-0.002450,-0.000091,-0.000051,0.000261,0.000009,0.000005,-0.000039,0.003078,-0.000538,-0.000238,-0.000005,-0.000025,-0.000061,0.000794,0.032393,0.014159,0.278022,0.060433,0.042341,0.222685,0.006881,0.054430,1.347892,0.760703,0.466735,0.361465,0.381273,0.406375,0.485923,0.398675,0.434629,0.372465,0.310574,0.207978,0.194429,0.014681,0.015987,0.033176,0.009291,0.010187,0.004164,0.095133,0.006616,0.003855,0.005444,0.019582,0.018977,0.023522,0.038381,0.016450,0.439343,0.069904,0.048933,0.280547,0.008122,0.067311,1.522971,0.836949,0.526773,0.399060,0.422597,0.423481,0.527905,0.433517,0.502207,0.422088,0.388465,0.279365,0.232624,0.020679,0.017977,0.042628,0.012704,0.013570,0.005339,0.117699,0.009456,0.004326,0.007877,0.023350,0.028122,0.030204,split_audio_coyote
0.086712,0.012522,2.832433,0.228441,0.261673,0.357759,0.012761,0.070813,-28.098732,0.842575,-1.296369,0.676362,0.435686,0.335766,-0.062845,-0.106504,0.272977,0.307102,0.179419,0.076484,0.081321,0.007136,0.004845,0.027630,0.003425,0.005330,0.002416,0.118236,0.008850,0.009518,0.010736,0.016136,0.006122,0.038768,-0.000055,0.000001,-0.002036,-0.000945,-0.000368,0.001575,0.000047,0.000493,0.021898,-0.001385,0.013055,-0.000076,0.000358,0.004318,-0.000789,0.002424,-0.003856,-0.007263,-0.003212,-0.008218,-0.002427,0.000059,0.000008,-0.000802,0.000023,0.000141,0.000028,-0.001576,0.000004,-0.000061,0.000594,0.000115,-0.000010,-0.000496,0.031210,0.016675,0.414878,0.071928,0.045361,0.227827,0.010612,0.050856,1.736984,0.777140,0.594880,0.518240,0.287919,0.421714,0.358005,0.412432,0.439600,0.401503,0.326433,0.218756,0.189413,0.010613,0.007507,0.029585,0.006614,0.007133,0.003874,0.108279,0.016245,0.013178,0.014138,0.018211,0.008816,0.026464,0.043075,0.019606,0.587598,0.089648,0.054476,0.296990,0.013168,0.071200,2.162191,0.848858,0.730341,0.517011,0.376248,0.533434,0.466306,0.480133,0.538189,0.486871,0.403990,0.271604,0.243394,0.015190,0.010763,0.038844,0.009481,0.009403,0.005492,0.130975,0.019222,0.017378,0.019432,0.023737,0.012013,0.032964,split_audio_coyote
0.085703,0.018790,3.155397,0.182189,0.223344,0.627334,0.008536,0.108319,-25.289596,-0.244059,-0.595507,1.079668,0.151773,0.236261,0.144105,0.042805,-0.246403,0.396259,-0.108451,-0.016995,0.082469,0.014188,0.001274,0.008641,0.006945,0.008590,0.009535,0.025155,0.004796,0.004669,0.012475,0.010002,0.004288,0.014561,-0.003474,-0.000109,0.007451,-0.002638,0.000133,-0.019664,0.000362,-0.005714,0.069729,-0.062339,0.008637,-0.002169,-0.002347,0.040779,-0.013066,-0.003179,0.017649,0.036995,-0.038889,0.006198,0.025419,-0.000033,0.000098,0.000201,0.000002,-0.000164,-0.000117,0.000627,0.000336,0.000050,0.000404,-0.000252,0.000115,0.000036,0.020778,0.023767,0.188956,0.023985,0.021111,0.296046,0.004365,0.039960,0.735242,0.311349,0.511541,0.364554,0.260824,0.298208,0.357799,0.321120,0.481660,0.410014,0.476123,0.320924,0.189650,0.034722,0.001131,0.008124,0.015938,0.012501,0.017652,0.019850,0.007247,0.004988,0.018984,0.012198,0.007430,0.008308,0.022702,0.021308,0.272074,0.031775,0.024216,0.395514,0.005380,0.059419,0.883003,0.455108,0.586823,0.374399,0.286506,0.307445,0.378224,0.389034,0.463154,0.488130,0.449146,0.352645,0.279019,0.044501,0.001512,0.010442,0.021353,0.017669,0.025458,0.029582,0.009390,0.006415,0.023186,0.019522,0.010222,0.013135,split_audio_coyote
0.083600,0.016868,2.916806,0.212471,0.249657,0.490780,0.010750,0.084484,-26.587638,0.981612,-0.940871,0.259947,0.651840,0.529086,-0.088426,0.015188,0.315849,0.182417,0.206389,0.086188,-0.057243,0.009536,0.013747,0.036022,0.002673,0.005819,0.002724,0.100179,0.007618,0.014570,0.016832,0.011581,0.002964,0.035652,-0.000129,-0.000065,0.006524,0.001102,0.000964,-0.000846,0.000009,-0.000147,-0.032178,0.014082,0.016549,-0.005280,-0.006131,0.001136,0.004432,-0.010794,-0.000369,0.012468,-0.002371,-0.002411,-0.005818,-0.000079,-0.000434,0.000083,-0.000100,0.000205,-0.000001,0.002916,-0.000021,0.000020,0.000099,0.000062,-0.000014,0.000783,0.028521,0.022864,0.297489,0.055136,0.036321,0.324370,0.008397,0.055613,1.565080,0.484800,0.687361,0.427847,0.254233,0.339745,0.384410,0.357123,0.351963,0.369437,0.250558,0.233275,0.191617,0.012539,0.026899,0.031118,0.002962,0.005643,0.003727,0.077601,0.012173,0.016456,0.025065,0.012482,0.003828,0.020381,0.038406,0.030336,0.432919,0.067290,0.042553,0.378169,0.010760,0.070907,1.847952,0.554923,0.863694,0.492293,0.296320,0.423328,0.432253,0.430881,0.363629,0.445553,0.286044,0.284039,0.270966,0.017444,0.038075,0.045432,0.003895,0.006694,0.004534,0.095484,0.016064,0.024417,0.030690,0.016308,0.005375,0.026737,split_audio_coyote
0.112706,0.019087,3.116194,0.314978,0.298146,0.594144,0.011126,0.151852,-27.758703,0.609548,-0.189797,1.183008,0.344134,0.182195,0.055908,0.297507,0.123599,0.206166,0.054984,0.047558,0.104995,0.002630,0.003328,0.043876,0.005291,0.010782,0.003447,0.047334,0.002300,0.006391,0.004998,0.064692,0.002692,0.032732,0.001132,-0.000015,-0.002058,-0.000341,-0.000143,0.005741,0.000036,0.004692,0.008500,-0.010585,-0.009192,0.020592,-0.002375,-0.020769,0.010001,0.015407,-0.020568,-0.007662,0.001165,0.005676,0.004094,0.000011,-0.000001,0.001362,0.000002,0.000073,0.000029,0.000880,0.000085,0.000034,-0.000993,-0.001402,0.000006,-0.000000,0.033805,0.020896,0.154939,0.070035,0.028921,0.289364,0.009293,0.097970,1.485109,0.918853,0.502990,0.452992,0.327467,0.450036,0.493090,0.620380,0.544542,0.430484,0.413221,0.306302,0.204959,0.004850,0.008518,0.033970,0.012273,0.019316,0.009161,0.043477,0.005774,0.018698,0.009954,0.046065,0.007292,0.018771,0.037050,0.021951,0.202833,0.043395,0.020258,0.261729,0.007178,0.106796,1.141256,0.681357,0.445420,0.422405,0.305936,0.365987,0.389597,0.528345,0.386024,0.437292,0.343177,0.305167,0.256967,0.006363,0.011291,0.038384,0.014736,0.025921,0.011311,0.051881,0.006301,0.022302,0.011235,0.051174,0.009603,0.020943,split_audio_coyote
0.120844,0.008761,2.899130,0.261935,0.255624,0.624976,0.009350,0.182908,-33.570487,0.831686,0.117546,0.941881,0.053778,0.357126,-0.028379,-0.052302,0.194793,0.076912,0.059356,0.102525,-0.012553,0.005150,0.001706,0.049131,0.002593,0.033553,0.002948,0.050874,0.001741,0.002497,0.008462,0.023181,0.006520,0.030047,-0.001000,-0.000000,-0.003285,-0.001656,-0.001529,-0.007906,-0.000000,-0.002319,-0.102301,-0.004656,-0.001117,-0.001721,-0.001995,-0.001622,-0.000322,-0.000565,0.000152,0.000065,-0.000559,-0.000428,0.000934,-0.000053,-0.000017,-0.000427,-0.000018,0.000796,-0.000026,-0.000161,-0.000008,-0.000013,-0.000074,-0.000131,-0.000013,0.000116,0.059580,0.010547,0.338607,0.087771,0.038401,0.448862,0.009883,0.198645,2.719686,0.986169,0.493182,0.364812,0.331193,0.368280,0.314129,0.411337,0.324007,0.354999,0.270122,0.240296,0.195775,0.007301,0.003040,0.046828,0.003710,0.018182,0.004249,0.047214,0.003261,0.004956,0.011680,0.020643,0.010029,0.013892,0.055704,0.009625,0.405680,0.075171,0.031118,0.413543,0.011904,0.199356,1.442977,0.864132,0.500071,0.395987,0.338799,0.394727,0.340519,0.445929,0.331153,0.348276,0.273498,0.251792,0.201469,0.009453,0.003679,0.053777,0.005034,0.020481,0.005547,0.055055,0.004257,0.008247,0.016148,0.027209,0.012926,0.016264,split_audio_coyote
0.161116,0.026468,3.121846,0.338919,0.263903,1.004718,0.013217,0.403358,-31.765656,0.818707,0.024724,0.710803,0.035435,0.160080,0.110049,0.064821,0.107878,0.248866,0.108365,0.082138,0.136285,0.001483,0.000879,0.078975,0.002183,0.028117,0.001183,0.085118,0.003580,0.014526,0.001777,0.008549,0.003070,0.042202,-0.039859,0.000106,0.033834,0.000601,0.004879,-0.178031,0.000142,-0.026588,0.263158,0.083103,-0.028991,-0.127820,-0.064333,-0.034414,0.051880,0.049417,0.046214,0.040917,-0.052560,-0.036861,-0.024511,-0.000281,-0.000011,0.028309,-0.000049,-0.001130,-0.000053,0.012503,-0.000125,-0.000068,-0.000534,-0.006600,-0.000298,0.006731,0.079452,0.025337,0.180130,0.111181,0.053569,0.506758,0.032067,0.231942,3.111881,0.803381,0.345432,0.293116,0.201116,0.249223,0.341641,0.300094,0.257019,0.266649,0.252646,0.178673,0.115300,0.002245,0.001455,0.041471,0.004978,0.020831,0.001587,0.053066,0.011163,0.024274,0.002212,0.008661,0.008268,0.012252,0.045155,0.025963,0.214849,0.058662,0.031715,0.306954,0.044052,0.129843,1.167393,0.543207,0.288472,0.203933,0.197840,0.212289,0.237732,0.258142,0.198575,0.208397,0.214176,0.185130,0.132814,0.002763,0.001594,0.047720,0.006284,0.008938,0.002112,0.052225,0.014812,0.021216,0.002703,0.009137,0.009872,0.013034,split_audio_coyote
0.206897,0.021483,3.121099,0.395620,0.304436,1.321609,0.004409,0.514413,-27.672082,0.917215,0.081554,0.836154,0.231988,0.275651,-0.020763,0.387609,0.040441,0.075181,0.152712,0.029114,0.095701,0.002233,0.002280,0.084204,0.004885,0.009901,0.003873,0.084908,0.000489,0.000941,0.003301,0.011208,0.003611,0.035219,-0.001981,-0.000151,0.021019,0.003199,0.000080,0.008589,-0.000079,0.010466,-0.061618,0.039494,0.001755,-0.019372,-0.003079,-0.013692,0.029032,-0.009979,-0.020502,-0.008878,-0.015189,-0.007505,-0.007145,0.000077,-0.000056,-0.002827,-0.001021,-0.000108,0.000143,0.010597,0.000012,0.000004,-0.000075,0.000694,-0.000065,0.001787,0.076214,0.026906,0.146438,0.080275,0.016957,0.589249,0.004766,0.228578,1.366509,0.798959,0.500109,0.402425,0.144331,0.316087,0.385681,0.388579,0.477024,0.398292,0.258804,0.186921,0.109748,0.002409,0.003722,0.059642,0.008898,0.010965,0.006536,0.057728,0.000355,0.000981,0.002403,0.009239,0.007888,0.015808,0.070203,0.022928,0.193914,0.036796,0.013873,0.445312,0.005102,0.124067,0.611594,0.500812,0.372329,0.251541,0.201464,0.257644,0.304606,0.411813,0.339297,0.330904,0.205640,0.221788,0.141997,0.002871,0.004123,0.057453,0.006268,0.012764,0.007459,0.050639,0.000465,0.001363,0.003303,0.011989,0.007641,0.013667,split_audio_coyote
0.202376,0.021623,3.125920,0.379237,0.294883,1.298515,0.009704,0.505252,-29.618669,0.830260,0.099689,0.893423,-0.007589,0.138141,0.308400,0.102120,-0.078365,0.129334,-0.015380,0.140994,0.076949,0.002514,0.001307,0.095833,0.001700,0.009083,0.002257,0.063992,0.001595,0.004613,0.006531,0.009847,0.001390,0.034377,-0.012540,-0.000242,0.035940,-0.001153,0.001800,-0.054211,-0.000124,-0.004991,0.054682,-0.017373,0.000718,0.017069,-0.072340,-0.015464,0.127591,0.009149,-0.005851,-0.105656,0.027874,0.079741,-0.007084,0.000505,-0.000071,0.011558,-0.000314,0.001003,-0.000557,-0.004062,0.000149,-0.000019,0.000584,0.000403,-0.000008,0.002167,0.047114,0.021580,0.132072,0.057829,0.015904,0.341494,0.010923,0.137630,1.151513,0.502154,0.326019,0.274547,0.176143,0.226184,0.324553,0.366659,0.359500,0.318778,0.213375,0.192598,0.144594,0.002256,0.002464,0.033436,0.001977,0.006142,0.002988,0.039931,0.003093,0.008851,0.009968,0.007919,0.003230,0.012927,0.046378,0.022348,0.169973,0.034468,0.014312,0.334798,0.012285,0.087308,0.867669,0.363607,0.330455,0.210224,0.192697,0.217082,0.295241,0.275214,0.246370,0.272943,0.201743,0.198126,0.163061,0.002878,0.002481,0.034977,0.002293,0.008314,0.003940,0.050534,0.003857,0.011788,0.011000,0.008473,0.005858,0.015022,split_audio_coyote
0.179004,0.015066,3.100154,0.356391,0.294911,1.027923,0.012284,0.410398,-29.715615,0.629159,-0.027121,1.023607,0.078680,0.094873,0.235721,0.148805,0.009424,0.174782,-0.032347,0.072304,0.128752,0.002658,0.003718,0.075068,0.001934,0.007370,0.003294,0.059127,0.010895,0.005225,0.011298,0.010450,0.001080,0.034504,-0.001257,0.000002,-0.004467,-0.000414,0.000168,-0.011668,0.000006,-0.001898,0.003858,0.000215,0.002058,0.001221,-0.000160,0.001598,0.000332,0.001518,0.000612,0.001632,0.000170,0.002499,0.002479,-0.000007,-0.000010,0.000445,-0.000022,0.000224,-0.000025,0.000796,-0.000007,-0.000013,-0.000022,-0.000023,-0.000004,0.000159,0.073180,0.018488,0.166090,0.081749,0.023670,0.561960,0.010901,0.226322,1.539134,0.783319,0.453129,0.363050,0.289579,0.271643,0.414104,0.397680,0.383831,0.410187,0.251871,0.212166,0.143434,0.003694,0.006673,0.060879,0.002887,0.009140,0.006128,0.054755,0.018887,0.013065,0.014563,0.011188,0.001911,0.017664,0.061238,0.021551,0.228264,0.050133,0.019018,0.432703,0.011939,0.167472,1.208977,0.549526,0.433295,0.303929,0.270711,0.277139,0.350728,0.333196,0.362438,0.367588,0.253342,0.255931,0.195033,0.004922,0.008244,0.076208,0.004543,0.012091,0.007473,0.070372,0.022235,0.018084,0.016950,0.013668,0.002608,0.018945,split_audio_coyote
0.206679,0.012522,3.076012,0.383305,0.294909,1.287407,0.005979,0.502904,-30.342723,0.675634,0.141344,1.017980,0.114012,0.136678,0.169140,0.214201,0.152920,0.014017,0.080039,0.017161,0.030284,0.004338,0.003751,0.098067,0.002539,0.009618,0.002558,0.076380,0.000778,0.002779,0.004023,0.010581,0.002421,0.037671,-0.000648,0.000000,-0.002430,-0.000289,0.000072,-0.002879,0.000010,-0.000687,0.016153,0.003566,-0.001217,-0.001515,-0.011799,-0.004960,-0.000347,0.003146,-0.004260,-0.009243,0.002916,-0.005248,-0.000578,-0.000009,0.000002,-0.001679,0.000021,-0.000287,-0.000019,0.002353,0.000000,0.000013,0.000074,-0.000013,-0.000004,0.000308,0.059549,0.016888,0.158436,0.053792,0.019383,0.417788,0.004998,0.168845,1.005752,0.577446,0.350563,0.319783,0.388221,0.308404,0.384596,0.412110,0.322499,0.274152,0.248149,0.215738,0.174459,0.006545,0.005283,0.064177,0.003146,0.008435,0.004558,0.046731,0.000872,0.005147,0.005607,0.011788,0.003522,0.015362,0.080216,0.015058,0.223300,0.056935,0.019095,0.498355,0.005730,0.214360,1.097759,0.646526,0.474574,0.380041,0.390242,0.336022,0.443414,0.415273,0.346686,0.345405,0.292257,0.257212,0.229227,0.008060,0.006970,0.087351,0.004224,0.011457,0.006365,0.068606,0.001181,0.006633,0.006911,0.014871,0.004283,0.020050,split_audio_coyote
0.171991,0.030972,3.078257,0.329717,0.278245,0.952882,0.013710,0.380867,-29.470853,0.197587,-0.059473,1.197712,-0.185655,0.311368,0.166563,0.073606,0.244835,-0.017887,0.054937,0.075291,0.047093,0.003560,0.001833,0.071311,0.004476,0.006158,0.002528,0.049612,0.001045,0.001624,0.008488,0.008157,0.009559,0.030377,0.002138,-0.000197,0.001837,0.001003,0.000116,0.016547,-0.000067,0.003522,-0.019544,-0.002620,0.000392,-0.004575,0.001825,0.000967,-0.007636,0.002187,0.002027,0.000549,0.000041,-0.001103,0.005043,0.000017,0.000002,-0.001227,0.000013,-0.000072,0.000033,0.000574,0.000003,0.000013,-0.000002,0.000096,0.000002,0.000024,0.060888,0.034902,0.161589,0.066407,0.026144,0.487595,0.014435,0.179670,1.317609,0.742423,0.497366,0.402366,0.394666,0.339472,0.430883,0.379115,0.384591,0.375446,0.278299,0.225953,0.176514,0.005336,0.003548,0.058169,0.010883,0.005705,0.004238,0.039432,0.001525,0.002973,0.020860,0.008881,0.015825,0.018599,0.066093,0.033962,0.202838,0.050818,0.022604,0.471592,0.016656,0.162689,1.241814,0.643288,0.551958,0.377281,0.385255,0.356328,0.405058,0.388532,0.444215,0.331768,0.254206,0.264689,0.226244,0.007190,0.004468,0.072923,0.015484,0.008485,0.007784,0.049144,0.001723,0.002976,0.025239,0.011980,0.016981,0.022937,split_audio_coyote
0.082679,0.029916,3.223625,0.175262,0.214718,0.494738,0.008065,0.099705,-24.352994,-0.488479,0.027113,1.240745,-0.127254,0.369636,0.360127,-0.018493,-0.200130,0.289303,0.115263,-0.080793,0.143147,0.002980,0.002731,0.011357,0.003802,0.002247,0.002037,0.014572,0.006994,0.015920,0.005457,0.005425,0.003197,0.010168,-0.007112,0.000300,0.009202,-0.004969,0.001498,-0.112012,0.000038,-0.033144,0.037012,-0.198175,-0.097645,0.103814,0.086242,0.115546,0.063607,0.011352,0.072144,0.015018,-0.049975,-0.021456,0.057319,-0.000213,0.001598,-0.000813,0.000771,0.000255,-0.000073,-0.002283,-0.000731,0.005463,-0.001171,-0.000258,-0.000376,0.000170,0.008763,0.021961,0.096990,0.012947,0.013390,0.140032,0.004727,0.020671,0.398487,0.292812,0.269986,0.167082,0.217816,0.323501,0.202528,0.212766,0.228145,0.252926,0.276541,0.135756,0.225638,0.005985,0.002151,0.005457,0.002489,0.001273,0.002008,0.012149,0.008445,0.020996,0.009979,0.005683,0.008227,0.003960,0.014935,0.025074,0.140627,0.014403,0.017975,0.311743,0.006012,0.062071,0.516208,0.267145,0.246507,0.315742,0.250955,0.421156,0.196639,0.306306,0.223987,0.335316,0.333791,0.153874,0.329549,0.008547,0.002322,0.007117,0.004856,0.001338,0.002390,0.014161,0.011166,0.023172,0.010380,0.007214,0.011583,0.005083,split_audio_coyote
0.194553,0.018524,3.036484,0.380722,0.298888,1.204452,0.009632,0.444378,-29.470432,0.946790,0.170433,0.754939,0.124263,0.378768,0.108581,0.261844,0.040070,0.056142,0.108904,0.015531,0.106458,0.002314,0.001421,0.105829,0.003566,0.009534,0.001490,0.091450,0.004617,0.003006,0.002178,0.013329,0.001126,0.041478,0.006480,-0.000016,0.001597,0.001004,-0.000294,0.049122,0.000079,0.015038,0.011490,0.004415,0.005877,0.008627,-0.003585,-0.013582,-0.004936,0.003957,-0.010662,-0.008236,-0.001512,0.004185,0.005762,0.000194,0.000057,-0.011306,0.000177,0.000660,0.000060,0.002222,0.000013,0.000068,0.000237,0.000238,-0.000007,-0.002239,0.075136,0.023848,0.216581,0.063590,0.018519,0.566726,0.010670,0.228410,1.120216,0.542020,0.307456,0.280090,0.236807,0.276277,0.389967,0.290753,0.273821,0.275693,0.259670,0.170045,0.143256,0.002026,0.002274,0.072746,0.004623,0.009626,0.001798,0.048642,0.008609,0.004871,0.001852,0.012127,0.001988,0.018199,0.083837,0.020482,0.274163,0.054323,0.018376,0.571194,0.011384,0.258473,1.180319,0.520903,0.353422,0.292144,0.261826,0.280189,0.362876,0.342768,0.333140,0.259996,0.310630,0.227810,0.188504,0.002611,0.003066,0.096504,0.005661,0.013513,0.002368,0.068212,0.010550,0.006026,0.002677,0.017781,0.002782,0.021934,split_audio_coyote
0.146118,0.016654,3.057937,0.300802,0.277217,0.868518,0.007487,0.285463,-28.562132,-0.145999,-0.297892,1.202744,0.110533,0.192270,0.046618,0.326434,-0.024642,0.097998,0.158707,-0.020835,0.134729,0.004271,0.004224,0.064260,0.003413,0.009316,0.002609,0.042547,0.002337,0.003397,0.004175,0.007633,0.003240,0.025529,-0.000556,-0.000011,0.001467,-0.000981,-0.000074,0.000748,0.000048,-0.005731,0.008779,-0.025231,0.004647,0.000921,-0.002474,-0.007742,-0.003642,0.013226,-0.013368,0.003247,0.006353,-0.004680,-0.002314,-0.000054,-0.000004,-0.000405,-0.000016,0.000018,0.000013,-0.003035,-0.000004,-0.000010,-0.000083,-0.000140,-0.000007,-0.000817,0.049417,0.018516,0.156673,0.065473,0.027609,0.416103,0.005370,0.182615,1.227690,0.815968,0.470076,0.342014,0.319356,0.401401,0.593463,0.533594,0.494799,0.383635,0.400437,0.269103,0.172245,0.004874,0.005845,0.053190,0.003822,0.011942,0.003796,0.038217,0.004659,0.007259,0.006676,0.009494,0.005684,0.014472,0.056009,0.015799,0.231248,0.065241,0.027811,0.454459,0.006538,0.219313,1.286014,0.825787,0.571251,0.441462,0.378056,0.386693,0.497463,0.429110,0.508913,0.418511,0.417305,0.246663,0.250651,0.005607,0.008116,0.068430,0.004667,0.014415,0.004920,0.054966,0.006320,0.006781,0.009106,0.012377,0.007808,0.018703,split_audio_coyote
